tissue,gene,lineage,comparison,stage1,stage2,mean_s1,mean_s2,pct_change,direction,p_value,sig,consistency,n_s1,n_s2
Blood,ACTA2,B,NL→IA,NL,IA,0.015656132,0.022691054,44.900001525878906,↑,0.538594,NS,13/20,5,4
Blood,ACTA2,B,NL→AR,NL,AR,0.015656132,0.030558566,95.1999969482422,↑,0.368227,NS,11/15,5,3
Blood,ACTA2,B,NL→CR,NL,CR,0.015656132,0.00711556,-54.59999847412109,↓,1.0,NS,7/15,5,3
Blood,ACTA2,B,IT→IA,IT,IA,0.018653074,0.022691054,21.600000381469727,↑,0.555556,NS,13/20,5,4
Blood,ACTA2,B,IA→AR,IA,AR,0.022691054,0.030558566,34.70000076293945,↑,1.0,NS,6/12,4,3
Blood,ACTA2,B,CR→AR,CR,AR,0.00711556,0.030558566,329.5,↑,0.1,NS,9/9,3,3
Blood,ACTA2,PlasmaB,NL→IT,NL,IT,0.037563335,0.049262732,31.100000381469727,↑,0.131379,NS,20/25,5,5
Blood,ACTA2,PlasmaB,NL→IA,NL,IA,0.037563335,0.015669374,-58.29999923706055,↓,0.347654,NS,4/20,5,4
Blood,ACTA2,PlasmaB,NL→AR,NL,AR,0.037563335,0.06230736,65.9000015258789,↑,0.203872,NS,12/15,5,3
Blood,ACTA2,PlasmaB,NL→CR,NL,CR,0.037563335,0.04339649,15.5,↑,0.203872,NS,12/15,5,3
Blood,ACTA2,PlasmaB,IT→IA,IT,IA,0.049262732,0.015669374,-68.19999694824219,↓,0.111111,NS,17/20,5,4
Blood,ACTA2,PlasmaB,IA→AR,IA,AR,0.015669374,0.06230736,297.6000061035156,↑,0.114286,NS,11/12,4,3
Blood,ACTA2,PlasmaB,CR→AR,CR,AR,0.04339649,0.06230736,43.59999847412109,↑,0.4,NS,7/9,3,3
Blood,AIM2,Myeloid,NL→IT,NL,IT,0.004340162,0.066457726,1431.199951171875,↑,0.011159,*,25/25,5,5
Blood,AIM2,Myeloid,NL→IA,NL,IA,0.004340162,0.07835226,1705.300048828125,↑,0.017943,*,20/20,5,4
Blood,AIM2,Myeloid,NL→AR,NL,AR,0.004340162,0.06332328,1359.0,↑,0.032473,*,15/15,5,3
Blood,AIM2,Myeloid,NL→CR,NL,CR,0.004340162,0.03948762,809.7999877929688,↑,0.032473,*,15/15,5,3
Blood,AIM2,Myeloid,IT→IA,IT,IA,0.066457726,0.07835226,17.899999618530273,↑,0.555556,NS,13/20,5,4
Blood,AIM2,Myeloid,IA→AR,IA,AR,0.07835226,0.06332328,-19.200000762939453,↓,0.628571,NS,8/12,4,3
Blood,AIM2,Myeloid,CR→AR,CR,AR,0.03948762,0.06332328,60.400001525878906,↑,0.7,NS,6/9,3,3
Blood,AIM2,CD4_T,NL→IT,NL,IT,0.0128465025,0.014413637,12.199999809265137,↑,0.290347,NS,18/25,5,5
Blood,AIM2,CD4_T,NL→IA,NL,IA,0.0128465025,0.020948345,63.09999847412109,↑,0.170609,NS,16/20,5,4
Blood,AIM2,CD4_T,NL→AR,NL,AR,0.0128465025,0.01820974,41.70000076293945,↑,0.2217,NS,12/15,5,3
Blood,AIM2,CD4_T,NL→CR,NL,CR,0.0128465025,0.026044348,102.6999969482422,↑,0.2217,NS,12/15,5,3
Blood,AIM2,CD4_T,IT→IA,IT,IA,0.014413637,0.020948345,45.29999923706055,↑,0.555556,NS,13/20,5,4
Blood,AIM2,CD4_T,IA→AR,IA,AR,0.020948345,0.01820974,-13.100000381469728,↓,1.0,NS,6/12,4,3
Blood,AIM2,CD4_T,CR→AR,CR,AR,0.026044348,0.01820974,-30.100000381469727,↓,0.1,NS,9/9,3,3
Blood,AIM2,CD8_T,NL→IT,NL,IT,0.021328783,0.0101079885,-52.59999847412109,↓,0.746476,NS,9/25,5,5
Blood,AIM2,CD8_T,NL→IA,NL,IA,0.021328783,0.02836883,33.0,↑,0.262239,NS,15/20,5,4
Blood,AIM2,CD8_T,NL→AR,NL,AR,0.021328783,0.01676759,-21.399999618530277,↓,0.359397,NS,4/15,5,3
Blood,AIM2,CD8_T,NL→CR,NL,CR,0.021328783,0.021732083,1.899999976158142,↑,0.359397,NS,11/15,5,3
Blood,AIM2,CD8_T,IT→IA,IT,IA,0.0101079885,0.02836883,180.6999969482422,↑,0.063492,†,18/20,5,4
Blood,AIM2,CD8_T,IA→AR,IA,AR,0.02836883,0.01676759,-40.900001525878906,↓,0.628571,NS,8/12,4,3
Blood,AIM2,CD8_T,CR→AR,CR,AR,0.021732083,0.01676759,-22.799999237060547,↓,0.4,NS,7/9,3,3
Blood,AIM2,NK,NL→IT,NL,IT,0.009581063,0.008943019,-6.699999809265137,↓,0.525809,NS,9/25,5,5
Blood,AIM2,NK,NL→IA,NL,IA,0.009581063,0.012905424,34.70000076293945,↑,0.533389,NS,13/20,5,4
Blood,AIM2,NK,NL→AR,NL,AR,0.009581063,0.014053519,46.70000076293945,↑,0.541193,NS,10/15,5,3
Blood,AIM2,NK,NL→CR,NL,CR,0.009581063,0.010902147,13.800000190734863,↑,0.541193,NS,10/15,5,3
Blood,AIM2,NK,IT→IA,IT,IA,0.008943019,0.012905424,44.29999923706055,↑,0.412698,NS,14/20,5,4
Blood,AIM2,NK,IA→AR,IA,AR,0.012905424,0.014053519,8.899999618530273,↑,0.628571,NS,8/12,4,3
Blood,AIM2,NK,CR→AR,CR,AR,0.010902147,0.014053519,28.899999618530277,↑,1.0,NS,5/9,3,3
Blood,AIM2,B,NL→IT,NL,IT,0.27280563,0.44560903,63.29999923706055,↑,0.055556,†,22/25,5,5
Blood,AIM2,B,NL→IA,NL,IA,0.27280563,0.40659183,49.0,↑,0.412698,NS,14/20,5,4
Blood,AIM2,B,NL→AR,NL,AR,0.27280563,0.62366885,128.60000610351562,↑,0.071429,†,14/15,5,3
Blood,AIM2,B,NL→CR,NL,CR,0.27280563,0.2222353,-18.5,↓,1.0,NS,8/15,5,3
Blood,AIM2,B,IT→IA,IT,IA,0.44560903,0.40659183,-8.800000190734863,↓,1.0,NS,10/20,5,4
Blood,AIM2,B,IA→AR,IA,AR,0.40659183,0.62366885,53.400001525878906,↑,0.228571,NS,10/12,4,3
Blood,AIM2,B,CR→AR,CR,AR,0.2222353,0.62366885,180.6000061035156,↑,0.2,NS,8/9,3,3
Blood,AIM2,PlasmaB,NL→IT,NL,IT,0.06262462,0.22419004,258.0,↑,0.057008,†,22/25,5,5
Blood,AIM2,PlasmaB,NL→IA,NL,IA,0.06262462,0.2326929,271.6000061035156,↑,0.061689,†,18/20,5,4
Blood,AIM2,PlasmaB,NL→AR,NL,AR,0.06262462,0.36602405,484.5,↑,0.032473,*,15/15,5,3
Blood,AIM2,PlasmaB,NL→CR,NL,CR,0.06262462,0.1902222,203.6999969482422,↑,0.12663,NS,13/15,5,3
Blood,AIM2,PlasmaB,IT→IA,IT,IA,0.22419004,0.2326929,3.799999952316284,↑,0.730159,NS,12/20,5,4
Blood,AIM2,PlasmaB,IA→AR,IA,AR,0.2326929,0.36602405,57.29999923706055,↑,0.228571,NS,10/12,4,3
Blood,AIM2,PlasmaB,CR→AR,CR,AR,0.1902222,0.36602405,92.4000015258789,↑,0.1,NS,9/9,3,3
Blood,ANGPT2,Myeloid,NL→IT,NL,IT,0.0,0.0001626462,99999.0,↑,0.423711,NS,5/25,5,5
Blood,ANGPT2,Myeloid,NL→IA,NL,IA,0.0,0.0005462555,99999.0,↑,0.13121,NS,10/20,5,4
Blood,ANGPT2,Myeloid,NL→AR,NL,AR,0.0,0.00040951607,99999.0,↑,0.078983,†,10/15,5,3
Blood,ANGPT2,Myeloid,NL→CR,NL,CR,0.0,0.0010740478,99999.0,↑,0.016805,*,15/15,5,3
Blood,ANGPT2,Myeloid,IT→IA,IT,IA,0.0001626462,0.0005462555,235.8999938964844,↑,0.308369,NS,10/20,5,4
Blood,ANGPT2,Myeloid,IA→AR,IA,AR,0.0005462555,0.00040951607,-25.0,↓,0.854445,NS,6/12,4,3
Blood,ANGPT2,Myeloid,CR→AR,CR,AR,0.0010740478,0.00040951607,-61.900001525878906,↓,0.1,NS,9/9,3,3
Blood,ANGPT2,CD4_T,NL→IT,NL,IT,0.000262135,0.002460879,838.7999877929688,↑,0.01775,*,24/25,5,5
Blood,ANGPT2,CD4_T,NL→IA,NL,IA,0.000262135,0.00091600895,249.3999938964844,↑,0.139996,NS,14/20,5,4
Blood,ANGPT2,CD4_T,NL→AR,NL,AR,0.000262135,0.0011203493,327.3999938964844,↑,0.305507,NS,9/15,5,3
Blood,ANGPT2,CD4_T,NL→CR,NL,CR,0.000262135,0.0017055661,550.5999755859375,↑,0.112231,NS,13/15,5,3
Blood,ANGPT2,CD4_T,IT→IA,IT,IA,0.002460879,0.00091600895,-62.79999923706055,↓,0.063492,†,18/20,5,4
Blood,ANGPT2,CD4_T,IA→AR,IA,AR,0.00091600895,0.0011203493,22.299999237060547,↑,1.0,NS,6/12,4,3
Blood,ANGPT2,CD4_T,CR→AR,CR,AR,0.0017055661,0.0011203493,-34.29999923706055,↓,0.4,NS,7/9,3,3
Blood,ANGPT2,CD8_T,NL→IT,NL,IT,0.0005704771,0.00027444985,-51.900001525878906,↓,0.607236,NS,9/25,5,5
Blood,ANGPT2,CD8_T,NL→IA,NL,IA,0.0005704771,0.0019177832,236.1999969482422,↑,0.608874,NS,11/20,5,4
Blood,ANGPT2,CD8_T,NL→AR,NL,AR,0.0005704771,0.0008618543,51.09999847412109,↑,0.873807,NS,7/15,5,3
Blood,ANGPT2,CD8_T,NL→CR,NL,CR,0.0005704771,0.0011537949,102.3000030517578,↑,1.0,NS,5/15,5,3
Blood,ANGPT2,CD8_T,IT→IA,IT,IA,0.00027444985,0.0019177832,598.7999877929688,↑,0.227249,NS,13/20,5,4
Blood,ANGPT2,CD8_T,IA→AR,IA,AR,0.0019177832,0.0008618543,-55.09999847412109,↓,1.0,NS,6/12,4,3
Blood,ANGPT2,CD8_T,CR→AR,CR,AR,0.0011537949,0.0008618543,-25.299999237060547,↓,1.0,NS,3/9,3,3
Blood,ANGPT2,NK,NL→IT,NL,IT,0.0040802024,0.0013635419,-66.5999984741211,↓,0.397615,NS,7/25,5,5
Blood,ANGPT2,NK,NL→IA,NL,IA,0.0040802024,0.0031217146,-23.5,↓,0.533389,NS,6/20,5,4
Blood,ANGPT2,NK,NL→AR,NL,AR,0.0040802024,0.0017248039,-57.70000076293945,↓,0.230243,NS,3/15,5,3
Blood,ANGPT2,NK,NL→CR,NL,CR,0.0040802024,0.0015038317,-63.09999847412109,↓,0.759982,NS,5/15,5,3
Blood,ANGPT2,NK,IT→IA,IT,IA,0.0013635419,0.0031217146,128.89999389648438,↑,0.325163,NS,14/20,5,4
Blood,ANGPT2,NK,IA→AR,IA,AR,0.0031217146,0.0017248039,-44.70000076293945,↓,0.628571,NS,8/12,4,3
Blood,ANGPT2,NK,CR→AR,CR,AR,0.0015038317,0.0017248039,14.699999809265137,↑,1.0,NS,5/9,3,3
Blood,ANGPT2,B,NL→IT,NL,IT,0.0,0.0027085668,99999.0,↑,0.072006,†,15/25,5,5
Blood,ANGPT2,B,NL→IA,NL,IA,0.0,0.0015987663,99999.0,↑,0.04162,*,15/20,5,4
Blood,ANGPT2,B,NL→AR,NL,AR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,ANGPT2,B,NL→CR,NL,CR,0.0,0.0018725699,99999.0,↑,0.078983,†,10/15,5,3
Blood,ANGPT2,B,IT→IA,IT,IA,0.0027085668,0.0015987663,-41.0,↓,0.533389,NS,12/20,5,4
Blood,ANGPT2,B,IA→AR,IA,AR,0.0015987663,0.0,-100.0,↓,0.11867,NS,9/12,4,3
Blood,ANGPT2,B,CR→AR,CR,AR,0.0018725699,0.0,-100.0,↓,0.196706,NS,6/9,3,3
Blood,ANGPT2,PlasmaB,NL→IT,NL,IT,0.0,0.0,0.0,↑,1.0,NS,0/25,5,5
Blood,ANGPT2,PlasmaB,NL→IA,NL,IA,0.0,0.0011395856,99999.0,↑,0.371093,NS,5/20,5,4
Blood,ANGPT2,PlasmaB,NL→AR,NL,AR,0.0,0.0014357162,99999.0,↑,0.3017,NS,5/15,5,3
Blood,ANGPT2,PlasmaB,NL→CR,NL,CR,0.0,0.0,0.0,↑,1.0,NS,0/15,5,3
Blood,ANGPT2,PlasmaB,IT→IA,IT,IA,0.0,0.0011395856,99999.0,↑,0.371093,NS,5/20,5,4
Blood,ANGPT2,PlasmaB,IA→AR,IA,AR,0.0011395856,0.0014357162,26.0,↑,1.0,NS,3/12,4,3
Blood,ANGPT2,PlasmaB,CR→AR,CR,AR,0.0,0.0014357162,99999.0,↑,0.504985,NS,3/9,3,3
Blood,ATM,Myeloid,NL→IT,NL,IT,0.21587276,0.42699647,97.8000030517578,↑,0.055556,†,22/25,5,5
Blood,ATM,Myeloid,NL→IA,NL,IA,0.21587276,0.39364016,82.30000305175781,↑,0.285714,NS,15/20,5,4
Blood,ATM,Myeloid,NL→AR,NL,AR,0.21587276,0.46544757,115.5999984741211,↑,0.071429,†,14/15,5,3
Blood,ATM,Myeloid,NL→CR,NL,CR,0.21587276,0.38927245,80.30000305175781,↑,0.25,NS,12/15,5,3
Blood,ATM,Myeloid,IT→IA,IT,IA,0.42699647,0.39364016,-7.800000190734863,↓,0.904762,NS,11/20,5,4
Blood,ATM,Myeloid,IA→AR,IA,AR,0.39364016,0.46544757,18.200000762939453,↑,0.4,NS,9/12,4,3
Blood,ATM,Myeloid,CR→AR,CR,AR,0.38927245,0.46544757,19.600000381469727,↑,0.1,NS,9/9,3,3
Blood,ATM,CD4_T,NL→IT,NL,IT,0.4964468,0.78244716,57.59999847412109,↑,0.007937,**,25/25,5,5
Blood,ATM,CD4_T,NL→IA,NL,IA,0.4964468,0.6953696,40.09999847412109,↑,0.285714,NS,15/20,5,4
Blood,ATM,CD4_T,NL→AR,NL,AR,0.4964468,0.7708594,55.29999923706055,↑,0.035714,*,15/15,5,3
Blood,ATM,CD4_T,NL→CR,NL,CR,0.4964468,0.8178036,64.69999694824219,↑,0.035714,*,15/15,5,3
Blood,ATM,CD4_T,IT→IA,IT,IA,0.78244716,0.6953696,-11.100000381469728,↓,0.904762,NS,9/20,5,4
Blood,ATM,CD4_T,IA→AR,IA,AR,0.6953696,0.7708594,10.899999618530272,↑,1.0,NS,6/12,4,3
Blood,ATM,CD4_T,CR→AR,CR,AR,0.8178036,0.7708594,-5.699999809265137,↓,0.4,NS,7/9,3,3
Blood,ATM,CD8_T,NL→IT,NL,IT,0.51311785,0.92769843,80.80000305175781,↑,0.007937,**,25/25,5,5
Blood,ATM,CD8_T,NL→IA,NL,IA,0.51311785,0.788566,53.70000076293945,↑,0.285714,NS,15/20,5,4
Blood,ATM,CD8_T,NL→AR,NL,AR,0.51311785,0.8590179,67.4000015258789,↑,0.035714,*,15/15,5,3
Blood,ATM,CD8_T,NL→CR,NL,CR,0.51311785,0.9645584,88.0,↑,0.035714,*,15/15,5,3
Blood,ATM,CD8_T,IT→IA,IT,IA,0.92769843,0.788566,-15.0,↓,1.0,NS,10/20,5,4
Blood,ATM,CD8_T,IA→AR,IA,AR,0.788566,0.8590179,8.899999618530273,↑,1.0,NS,6/12,4,3
Blood,ATM,CD8_T,CR→AR,CR,AR,0.9645584,0.8590179,-10.899999618530272,↓,0.7,NS,6/9,3,3
Blood,ATM,NK,NL→IT,NL,IT,0.46185082,0.8113922,75.69999694824219,↑,0.007937,**,25/25,5,5
Blood,ATM,NK,NL→IA,NL,IA,0.46185082,0.73270726,58.59999847412109,↑,0.285714,NS,15/20,5,4
Blood,ATM,NK,NL→AR,NL,AR,0.46185082,0.7818257,69.30000305175781,↑,0.035714,*,15/15,5,3
Blood,ATM,NK,NL→CR,NL,CR,0.46185082,0.8461137,83.19999694824219,↑,0.035714,*,15/15,5,3
Blood,ATM,NK,IT→IA,IT,IA,0.8113922,0.73270726,-9.699999809265137,↓,1.0,NS,10/20,5,4
Blood,ATM,NK,IA→AR,IA,AR,0.73270726,0.7818257,6.699999809265137,↑,0.857143,NS,5/12,4,3
Blood,ATM,NK,CR→AR,CR,AR,0.8461137,0.7818257,-7.599999904632568,↓,0.7,NS,3/9,3,3
Blood,ATM,B,NL→IT,NL,IT,0.5179061,0.61409664,18.600000381469727,↑,0.222222,NS,19/25,5,5
Blood,ATM,B,NL→IA,NL,IA,0.5179061,0.51940846,0.3000000119209289,↑,0.904762,NS,9/20,5,4
Blood,ATM,B,NL→AR,NL,AR,0.5179061,0.5889255,13.699999809265137,↑,0.392857,NS,11/15,5,3
Blood,ATM,B,NL→CR,NL,CR,0.5179061,0.5985321,15.600000381469728,↑,0.392857,NS,11/15,5,3
Blood,ATM,B,IT→IA,IT,IA,0.61409664,0.51940846,-15.399999618530272,↓,0.730159,NS,12/20,5,4
Blood,ATM,B,IA→AR,IA,AR,0.51940846,0.5889255,13.399999618530272,↑,1.0,NS,6/12,4,3
Blood,ATM,B,CR→AR,CR,AR,0.5985321,0.5889255,-1.600000023841858,↓,1.0,NS,5/9,3,3
Blood,ATM,PlasmaB,NL→IT,NL,IT,0.20502849,0.2825406,37.79999923706055,↑,0.222222,NS,19/25,5,5
Blood,ATM,PlasmaB,NL→IA,NL,IA,0.20502849,0.35540783,73.30000305175781,↑,0.285714,NS,15/20,5,4
Blood,ATM,PlasmaB,NL→AR,NL,AR,0.20502849,0.18930054,-7.699999809265137,↓,0.392857,NS,4/15,5,3
Blood,ATM,PlasmaB,NL→CR,NL,CR,0.20502849,0.3559051,73.5999984741211,↑,0.25,NS,12/15,5,3
Blood,ATM,PlasmaB,IT→IA,IT,IA,0.2825406,0.35540783,25.799999237060547,↑,0.555556,NS,13/20,5,4
Blood,ATM,PlasmaB,IA→AR,IA,AR,0.35540783,0.18930054,-46.70000076293945,↓,0.4,NS,9/12,4,3
Blood,ATM,PlasmaB,CR→AR,CR,AR,0.3559051,0.18930054,-46.79999923706055,↓,0.1,NS,9/9,3,3
Blood,ATP5F1A,Myeloid,NL→IT,NL,IT,1.0157973,0.9739586,-4.099999904632568,↓,0.547619,NS,9/25,5,5
Blood,ATP5F1A,Myeloid,NL→IA,NL,IA,1.0157973,1.0357387,2.0,↑,0.412698,NS,14/20,5,4
Blood,ATP5F1A,Myeloid,NL→AR,NL,AR,1.0157973,1.068904,5.199999809265137,↑,0.25,NS,12/15,5,3
Blood,ATP5F1A,Myeloid,NL→CR,NL,CR,1.0157973,0.9421777,-7.199999809265137,↓,0.571429,NS,5/15,5,3
Blood,ATP5F1A,Myeloid,IT→IA,IT,IA,0.9739586,1.0357387,6.300000190734863,↑,0.412698,NS,14/20,5,4
Blood,ATP5F1A,Myeloid,IA→AR,IA,AR,1.0357387,1.068904,3.200000047683716,↑,0.628571,NS,8/12,4,3
Blood,ATP5F1A,Myeloid,CR→AR,CR,AR,0.9421777,1.068904,13.5,↑,0.1,NS,9/9,3,3
Blood,ATP5F1A,CD4_T,NL→IT,NL,IT,0.8595807,0.98176575,14.199999809265137,↑,0.547619,NS,16/25,5,5
Blood,ATP5F1A,CD4_T,NL→IA,NL,IA,0.8595807,0.9151948,6.5,↑,0.904762,NS,11/20,5,4
Blood,ATP5F1A,CD4_T,NL→AR,NL,AR,0.8595807,1.0701765,24.5,↑,0.25,NS,12/15,5,3
Blood,ATP5F1A,CD4_T,NL→CR,NL,CR,0.8595807,0.97070456,12.899999618530272,↑,0.785714,NS,9/15,5,3
Blood,ATP5F1A,CD4_T,IT→IA,IT,IA,0.98176575,0.9151948,-6.800000190734863,↓,0.730159,NS,12/20,5,4
Blood,ATP5F1A,CD4_T,IA→AR,IA,AR,0.9151948,1.0701765,16.899999618530273,↑,0.4,NS,9/12,4,3
Blood,ATP5F1A,CD4_T,CR→AR,CR,AR,0.97070456,1.0701765,10.199999809265137,↑,0.1,NS,9/9,3,3
Blood,ATP5F1A,CD8_T,NL→IT,NL,IT,0.9360734,0.9667041,3.299999952316284,↑,0.690476,NS,10/25,5,5
Blood,ATP5F1A,CD8_T,NL→IA,NL,IA,0.9360734,0.90668803,-3.0999999046325684,↓,0.904762,NS,11/20,5,4
Blood,ATP5F1A,CD8_T,NL→AR,NL,AR,0.9360734,1.0317403,10.199999809265137,↑,1.0,NS,8/15,5,3
Blood,ATP5F1A,CD8_T,NL→CR,NL,CR,0.9360734,0.94473165,0.8999999761581421,↑,0.571429,NS,5/15,5,3
Blood,ATP5F1A,CD8_T,IT→IA,IT,IA,0.9667041,0.90668803,-6.199999809265137,↓,0.904762,NS,9/20,5,4
Blood,ATP5F1A,CD8_T,IA→AR,IA,AR,0.90668803,1.0317403,13.800000190734863,↑,0.628571,NS,8/12,4,3
Blood,ATP5F1A,CD8_T,CR→AR,CR,AR,0.94473165,1.0317403,9.199999809265137,↑,0.2,NS,8/9,3,3
Blood,ATP5F1A,NK,NL→IT,NL,IT,0.6487701,0.793843,22.399999618530277,↑,0.222222,NS,19/25,5,5
Blood,ATP5F1A,NK,NL→IA,NL,IA,0.6487701,0.7706419,18.799999237060547,↑,0.285714,NS,15/20,5,4
Blood,ATP5F1A,NK,NL→AR,NL,AR,0.6487701,0.8503263,31.100000381469727,↑,0.142857,NS,13/15,5,3
Blood,ATP5F1A,NK,NL→CR,NL,CR,0.6487701,0.9215288,42.0,↑,0.035714,*,15/15,5,3
Blood,ATP5F1A,NK,IT→IA,IT,IA,0.793843,0.7706419,-2.900000095367432,↓,0.904762,NS,11/20,5,4
Blood,ATP5F1A,NK,IA→AR,IA,AR,0.7706419,0.8503263,10.300000190734863,↑,0.4,NS,9/12,4,3
Blood,ATP5F1A,NK,CR→AR,CR,AR,0.9215288,0.8503263,-7.699999809265137,↓,0.4,NS,7/9,3,3
Blood,ATP5F1A,B,NL→IT,NL,IT,0.615697,0.8989937,46.0,↑,0.095238,†,21/25,5,5
Blood,ATP5F1A,B,NL→IA,NL,IA,0.615697,0.8335842,35.400001525878906,↑,0.285714,NS,15/20,5,4
Blood,ATP5F1A,B,NL→AR,NL,AR,0.615697,1.0172027,65.19999694824219,↑,0.071429,†,14/15,5,3
Blood,ATP5F1A,B,NL→CR,NL,CR,0.615697,0.8267253,34.29999923706055,↑,0.571429,NS,10/15,5,3
Blood,ATP5F1A,B,IT→IA,IT,IA,0.8989937,0.8335842,-7.300000190734863,↓,0.555556,NS,13/20,5,4
Blood,ATP5F1A,B,IA→AR,IA,AR,0.8335842,1.0172027,22.0,↑,0.114286,NS,11/12,4,3
Blood,ATP5F1A,B,CR→AR,CR,AR,0.8267253,1.0172027,23.0,↑,0.1,NS,9/9,3,3
Blood,ATP5F1A,PlasmaB,NL→IT,NL,IT,1.2778157,1.4207293,11.199999809265137,↑,1.0,NS,13/25,5,5
Blood,ATP5F1A,PlasmaB,NL→IA,NL,IA,1.2778157,1.1868901,-7.099999904632568,↓,0.904762,NS,11/20,5,4
Blood,ATP5F1A,PlasmaB,NL→AR,NL,AR,1.2778157,1.491974,16.799999237060547,↑,1.0,NS,7/15,5,3
Blood,ATP5F1A,PlasmaB,NL→CR,NL,CR,1.2778157,1.3017936,1.899999976158142,↑,0.785714,NS,6/15,5,3
Blood,ATP5F1A,PlasmaB,IT→IA,IT,IA,1.4207293,1.1868901,-16.5,↓,0.412698,NS,14/20,5,4
Blood,ATP5F1A,PlasmaB,IA→AR,IA,AR,1.1868901,1.491974,25.700000762939453,↑,0.4,NS,9/12,4,3
Blood,ATP5F1A,PlasmaB,CR→AR,CR,AR,1.3017936,1.491974,14.600000381469728,↑,0.1,NS,9/9,3,3
Blood,ATP5F1B,Myeloid,NL→IT,NL,IT,0.781137,1.2462801,59.5,↑,0.031746,*,23/25,5,5
Blood,ATP5F1B,Myeloid,NL→IA,NL,IA,0.781137,1.2749398,63.20000076293945,↑,0.031746,*,19/20,5,4
Blood,ATP5F1B,Myeloid,NL→AR,NL,AR,0.781137,1.2685546,62.400001525878906,↑,0.071429,†,14/15,5,3
Blood,ATP5F1B,Myeloid,NL→CR,NL,CR,0.781137,1.1493317,47.09999847412109,↑,0.142857,NS,13/15,5,3
Blood,ATP5F1B,Myeloid,IT→IA,IT,IA,1.2462801,1.2749398,2.299999952316284,↑,0.904762,NS,11/20,5,4
Blood,ATP5F1B,Myeloid,IA→AR,IA,AR,1.2749398,1.2685546,-0.5,↓,1.0,NS,6/12,4,3
Blood,ATP5F1B,Myeloid,CR→AR,CR,AR,1.1493317,1.2685546,10.399999618530272,↑,0.2,NS,8/9,3,3
Blood,ATP5F1B,CD4_T,NL→IT,NL,IT,0.88243407,0.96650124,9.5,↑,0.547619,NS,16/25,5,5
Blood,ATP5F1B,CD4_T,NL→IA,NL,IA,0.88243407,1.1090262,25.700000762939453,↑,0.190476,NS,16/20,5,4
Blood,ATP5F1B,CD4_T,NL→AR,NL,AR,0.88243407,1.0776063,22.100000381469727,↑,0.142857,NS,13/15,5,3
Blood,ATP5F1B,CD4_T,NL→CR,NL,CR,0.88243407,1.0018982,13.5,↑,0.392857,NS,11/15,5,3
Blood,ATP5F1B,CD4_T,IT→IA,IT,IA,0.96650124,1.1090262,14.699999809265137,↑,0.412698,NS,14/20,5,4
Blood,ATP5F1B,CD4_T,IA→AR,IA,AR,1.1090262,1.0776063,-2.799999952316284,↓,1.0,NS,6/12,4,3
Blood,ATP5F1B,CD4_T,CR→AR,CR,AR,1.0018982,1.0776063,7.599999904632568,↑,0.2,NS,8/9,3,3
Blood,ATP5F1B,CD8_T,NL→IT,NL,IT,0.98635024,0.98736733,0.1000000014901161,↑,0.690476,NS,10/25,5,5
Blood,ATP5F1B,CD8_T,NL→IA,NL,IA,0.98635024,1.2001145,21.700000762939453,↑,0.111111,NS,17/20,5,4
Blood,ATP5F1B,CD8_T,NL→AR,NL,AR,0.98635024,1.1508198,16.700000762939453,↑,0.392857,NS,11/15,5,3
Blood,ATP5F1B,CD8_T,NL→CR,NL,CR,0.98635024,1.0440205,5.800000190734863,↑,1.0,NS,7/15,5,3
Blood,ATP5F1B,CD8_T,IT→IA,IT,IA,0.98736733,1.2001145,21.5,↑,0.111111,NS,17/20,5,4
Blood,ATP5F1B,CD8_T,IA→AR,IA,AR,1.2001145,1.1508198,-4.099999904632568,↓,0.857143,NS,7/12,4,3
Blood,ATP5F1B,CD8_T,CR→AR,CR,AR,1.0440205,1.1508198,10.199999809265137,↑,0.2,NS,8/9,3,3
Blood,ATP5F1B,NK,NL→IT,NL,IT,0.8665861,0.9373158,8.199999809265137,↑,0.547619,NS,16/25,5,5
Blood,ATP5F1B,NK,NL→IA,NL,IA,0.8665861,1.1385143,31.399999618530277,↑,0.111111,NS,17/20,5,4
Blood,ATP5F1B,NK,NL→AR,NL,AR,0.8665861,1.0780982,24.399999618530277,↑,0.392857,NS,11/15,5,3
Blood,ATP5F1B,NK,NL→CR,NL,CR,0.8665861,1.1293244,30.299999237060547,↑,0.25,NS,12/15,5,3
Blood,ATP5F1B,NK,IT→IA,IT,IA,0.9373158,1.1385143,21.5,↑,0.063492,†,18/20,5,4
Blood,ATP5F1B,NK,IA→AR,IA,AR,1.1385143,1.0780982,-5.300000190734863,↓,0.4,NS,9/12,4,3
Blood,ATP5F1B,NK,CR→AR,CR,AR,1.1293244,1.0780982,-4.5,↓,0.7,NS,6/9,3,3
Blood,ATP5F1B,B,NL→IT,NL,IT,0.8480228,0.9790104,15.399999618530272,↑,0.420635,NS,17/25,5,5
Blood,ATP5F1B,B,NL→IA,NL,IA,0.8480228,1.0588901,24.899999618530277,↑,0.031746,*,19/20,5,4
Blood,ATP5F1B,B,NL→AR,NL,AR,0.8480228,1.1381044,34.20000076293945,↑,0.035714,*,15/15,5,3
Blood,ATP5F1B,B,NL→CR,NL,CR,0.8480228,1.024271,20.799999237060547,↑,0.142857,NS,13/15,5,3
